time,mag,latitude,longitude,depth,,
1996-02-17T05:59:30.550Z,8.09,-0.891,136.952,33,,
1996-02-07T21:36:46.300Z,7.2,45.324,149.892,42.6,,
1996-01-01T08:05:10.830Z,7.9,0.729,119.931,24,,
1995-12-25T04:43:24.460Z,7.1,-6.903,129.151,141.9,,
1995-12-03T18:01:08.990Z,7.9,44.663,149.3,33,,
1995-11-22T04:15:11.940Z,7.2,28.826,34.799,10,,
1995-10-21T02:38:57.120Z,7.2,16.84,-93.469,159.3,,
1995-10-18T10:37:26.380Z,7.1,27.929,130.175,28.4,,
1995-10-09T15:35:53.910Z,8,19.055,-104.205,33,,
1995-10-03T01:51:23.900Z,7,-2.75,-77.881,24.4,,
1995-09-14T14:04:31.430Z,7.4,16.779,-98.597,23,,
1995-08-23T07:06:02.760Z,7.1,18.856,145.218,594.9,,
1995-08-16T23:10:23.980Z,7.2,-5.771,154.347,33,,
1995-08-16T10:27:28.630Z,7.7,-5.799,154.178,30.1,,
1995-07-30T05:11:23.630Z,8,-23.34,-70.294,45.6,,
1995-07-03T19:50:50.620Z,7.2,-29.211,-177.589,35.3,,
1995-05-27T13:03:52.650Z,7.1,52.629,142.827,11,,
1995-05-16T20:12:44.220Z,7.7,-23.008,169.9,20.2,,
1995-05-05T03:53:45.050Z,7.1,12.626,125.297,16,,
1995-04-21T00:34:46.090Z,7.2,12.059,125.58,20.7,,
1995-04-07T22:06:56.890Z,7.4,-15.199,-173.529,21.2,,
1995-02-05T22:51:05.140Z,7.1,-37.759,178.752,21.1,,
1995-01-06T22:37:34.320Z,7,40.246,142.175,26.9,,
1994-12-28T12:19:23.030Z,7.8,40.525,143.419,26.5,,
1994-11-14T19:15:30.660Z,7.1,13.525,121.067,31.5,,
1994-10-09T07:55:39.580Z,7.3,43.905,147.916,33,,
1994-10-04T13:22:55.840Z,8.3,43.773,147.321,14,,
1994-09-01T15:15:48.310Z,7,40.4055,-126.3028333,4.972,,
1994-07-21T18:36:31.740Z,7.3,42.34,132.865,471.4,,
1994-07-13T02:35:56.020Z,7.2,-16.62,167.518,33,,
1994-06-09T00:33:16.230Z,8.2,-13.841,-67.553,631.3,,
1994-06-02T18:17:34.020Z,7.8,-10.477,112.835,18.4,,
1994-03-14T04:30:15.750Z,7,-1.278,-23.569,10,,
1994-03-09T23:28:06.780Z,7.6,-18.039,-178.413,562.5,,
1994-02-12T17:58:23.990Z,7,-20.553,169.361,27.7,,
1994-01-21T02:24:29.960Z,7,1.015,127.733,19.9,,
1993-12-29T07:48:14.200Z,7,-20.23,169.789,33,,
1993-11-13T01:18:04.180Z,7,51.934,158.647,34,,
1993-09-10T19:12:54.620Z,7.2,14.717,-92.645,34.1,,
1993-08-10T00:51:53.250Z,7,-45.277,166.927,28.1,,
1993-08-09T12:42:48.190Z,7,36.379,70.868,214.5,,
1993-08-08T08:34:24.930Z,7.8,12.982,144.801,59.3,,
