year,runup,latitude,longitude
1938,0.42,36.933,140.9
2011,2.04,38.099778,140.889111
1696,0,36.945,140.9
2003,0.26,42.35,140.95
1995,0.04,35.75,140.867
2003,0.5,41.933,140.95
1933,3.9,37.9,140.933
2011,2.58,38.106139,140.903028
1968,1.1,41.56,140.92
2011,2.59,38.167611,140.920167
1999,0.08,36.933,140.9
1952,0,38.05,140.917
2011,2.59,38.169028,140.921111
2011,9.38,38.05,140.917
1952,0.2,42.35,140.95
2011,7.83,37.86626,140.91861
2011,1.92,38.158518,140.900709
1952,0.1,36.933,140.9
2011,4.96,38.017861,140.90825
2011,3.11,38.226139,140.952056
2011,9,37.993833,140.901667
1909,0,35.75,140.867
2011,3.17,38.044667,140.894417
1987,0.06,36.933,140.9
2011,3.19,38.073333,140.914944
2011,9.25,38.00125,140.909472
1960,1.7,38.05,140.917
2011,3.2,38.028083,140.894611
2011,10.12,37.993861,140.905944
1964,0.46,40.88,140.85
1897,1.5,38.05,140.917
2011,3.28,38.099972,140.913139
1933,21,38.46,140.94
2003,0.1,36.933,140.9
2011,3.29,38.199167,140.936278
1897,0,35.75,140.867
2011,3.29,38.048306,140.908056
2011,5.3,35.7,140.85
1897,1.5,38.13,140.87
2011,3.33,37.9815,140.891472
1922,0,35.75,140.867
2011,3.33,38.043797,140.893872
1968,0.4,42.35,140.95
1923,0,35.75,140.867
2011,8.86,38.0975,140.928889
2011,4.03,38.168028,140.939111
1968,0.19,40.9,140.867
2011,8.9,38.117158,140.931592
2011,4.09,38.05125,140.904889
1961,0.21,36.933,140.9
2011,12.06,37.9145,140.905028
1961,0.18,36.933,140.9
2011,4.16,37.960222,140.896972
1961,0,35.75,140.867
2011,2.49,38.096917,140.899333
2011,4.3,37.988528,140.904667
2011,3.6,38.145972,140.925333
2011,4.76,38.046444,140.914778
2011,7.52,37.922278,140.890944
2011,4.92,37.963194,140.905556
2011,4.96,38.055944,140.921472
2011,4.19,38.177472,140.945333
2011,0.5,38.0673,140.897217
2011,9.72,37.914472,140.905222
2011,10.14,38.080972,140.923583
2011,3.8,38.121694,140.916444
2011,3.81,37.965556,140.896361
2011,9.93,37.907556,140.900917
2011,1.54,38.013333,140.877111
2011,6.63,37.888691,140.907135
2011,6.7,37.85725,140.919932
2011,4.56,35.700748,140.846374
2011,12.76,37.937111,140.894056
2011,4.57,36.945606,140.908096
2011,10.65,37.912,140.904417
2011,4.58,37.997611,140.891278
2011,10.89,37.899556,140.92575
2011,5.39,38.124778,140.935833
2011,10.92,37.917583,140.912167
1651,0,38.035,140.8511
2011,3.5,38.027278,140.905333
2011,1.52,41.540778,140.922083
2011,3.92,38.031111,140.902944
2011,2.26,38.070056,140.892389
2011,8.75,38.041,140.914583
2011,1.69,38.043778,140.890278
2011,9.56,38.038472,140.917583
2011,1.7,38.060717,140.902142
2011,9.81,38.040083,140.916
2011,1.7,38.031056,140.879667
2011,6.24,38.045028,140.916333
2011,4,37.967667,140.891139
2011,4.03,38.19875,140.949306
2011,4.05,36.932119,140.879635
2011,4.06,38.177778,140.924889
2011,11.62,37.915056,140.909389
2011,11.78,37.927944,140.897889
2011,6.81,38.0398,140.916356
2011,4.17,37.986222,140.892917
1960,0.09,36.933,140.9
1960,2,41.746,140.903
1960,1.4,41.753,140.875
869,0,37.07,140.9
1960,0.1,43.2,140.867
1954,0,36.933,140.9
1957,0.12,36.933,140.9
1958,0.2,35.75,140.867
2011,0,38.1726,140.909667
1958,0.13,36.933,140.9
2011,3.2,38.086972,140.901778
1965,0.11,42.35,140.95
2011,3.23,37.996528,140.879389
1965,0.1,42.35,140.95
2011,3.37,38.195111,140.941
1958,0.14,42.35,140.95
2011,3.4,38.018778,140.887694
1766,0,35.75,140.867
2011,1.69,38.055278,140.893583
1933,1.6,38.05,140.917
2011,1.8,38.067667,140.901083
1993,0.09,35.75,140.867
2011,1.93,38.159139,140.919917
1993,0.14,36.933,140.9
2011,2.13,38.145222,140.905417
1994,0.47,36.933,140.9
2011,2.16,38.168417,140.916056
1971,0.12,36.933,140.9
2011,2.27,38.120528,140.903972
1971,0.13,36.933,140.9
2011,2.42,38.110278,140.889667
2011,2.52,38.083389,140.910306
2011,5.49,38.003833,140.905583
2011,2.43,38.215056,140.947361
2011,1.62,38.05525,140.894167
2011,1.81,38.034583,140.879194
2011,2.66,38.223889,140.951861
2011,2.83,38.190778,140.932278
1971,0.29,43.2,140.867
1946,0.05,35.75,140.867
1972,0.13,36.933,140.9
1997,0.07,36.933,140.9
1938,0.54,36.933,140.9
1938,0.14,35.75,140.867
1938,0.4,36.933,140.9
1938,0.07,35.75,140.867
1995,0.04,35.75,140.867
1995,0.09,36.933,140.9
1974,0.09,35.75,140.867
1974,0.09,36.933,140.9
1975,0.13,36.933,140.9
1975,0.11,37.817,140.95
2011,2.85,38.040917,140.901583
1972,0.11,36.933,140.9
1960,0.1,42.35,140.95
2011,2.09,38.188517,140.922674
2011,2.06,38.232752,140.94997
2011,1.16,38.031167,140.889139
2011,1.16,38.069528,140.897
2011,2.22,38.232918,140.945179
1905,0,35.7,140.9
2011,1.2,38.019417,140.878833
2011,2.25,38.232043,140.944444
2011,5.04,38.10175,140.927306
2011,2.36,38.233638,140.946201
2011,4.98,35.698694,140.847389
2011,4.44,38.06325,140.910694
2011,2.38,38.232073,140.944815
2011,6.06,38.136111,140.935472
2011,2.77,38.22225,140.946833
2011,6.08,37.945333,140.896833
2011,2.78,38.113083,140.924917
2011,6.12,37.987972,140.900611
2011,2.89,37.987889,140.888056
2011,5,38.130194,140.928056
2011,2.9,38.170833,140.931389
2011,5.03,37.970694,140.893472
2011,2.9,38.026139,140.890389
2011,8.6,37.970931,140.911856
2011,7.34,38.07275,140.924167
2011,1,42.35,140.95
2011,1.57,38.11575,140.892722
2011,7.36,38.151944,140.940722
2011,2.6,38.1305,140.924833
2011,2.4,38.060567,140.902131
2011,15.37,37.867805,140.937048
2011,4.7,38.111319,140.929892
2011,5.85,37.922106,140.891062
2011,7.05,38.112222,140.9305
2011,3.71,37.981889,140.89375
2011,4.7,38.204361,140.944472
2011,7.61,37.903066,140.915391
2011,3.73,38.126861,140.902694
2011,4.74,37.989806,140.895389
2011,3.76,35.748472,140.845583
2011,12.22,38.075583,140.922306
2011,4.79,38.036972,140.919278
2011,3.77,38.126528,140.92
2011,4.8,36.937556,140.891278
2011,9.9,37.936583,140.911694
2011,4.8,38.101917,140.928
2011,4.2,37.994278,140.893306
2011,2.67,38.089694,140.914944
2011,11.04,38.000222,140.900833
2011,4.82,38.045642,140.915822
2011,1.73,38.018639,140.888389
2011,9.38,37.912278,140.911472
2011,1.74,38.120472,140.905083
2011,5.63,37.932306,140.916667
2011,1.77,38.126306,140.886611
2011,2.37,37.769736,140.952399
2011,1.82,36.944078,140.911706
2011,2.39,37.798977,140.94301
2011,1.84,38.10525,140.911667
2011,2.41,38.20457,140.927525
2011,2.19,38.026139,140.88275
2011,2.6,38.067683,140.92185
2011,2.24,38.096028,140.921861
2011,7.75,37.866264,140.92031
2011,2.24,38.106861,140.904417
2011,7.75,37.939296,140.895972
2011,2.27,38.157556,140.899694
2011,4.8,38.0385,140.905333
2011,2.3,38.096833,140.895167
2011,9.05,37.908289,140.901232
2011,2.32,38.048306,140.895028
2011,2.33,38.001667,140.884306
2011,2.33,38.147694,140.915889
2011,8.5,38.083111,140.924878
2011,1.4,37.814893,140.924569
2011,2.6,38.06745,140.922067
2011,8.33,38.094667,140.928194
2011,7.4,37.901556,140.923889
1918,0.5,35.75,140.867
1960,1,41.433,140.867
2011,5.46,38.040417,140.906111
1965,0.2,36.933,140.9
2011,5.25,37.966417,140.907278
2011,6.71,37.9545,140.894389
2011,5.52,37.921472,140.898361
2011,5.36,38.1655,140.946667
2011,2.62,38,140.879694
1938,0,35.75,140.867
2011,0.2,36.933,140.9
2011,2.63,38.164944,140.911528
1938,0,42.35,140.95
2011,0.2,37.817,140.95
2011,2.64,38.046778,140.900944
1953,0.5,35.75,140.867
1989,0.14,36.933,140.9
2011,8.22,37.93225,140.915972
2011,2.65,38.112556,140.905972
1990,0.05,36.933,140.9
2011,6.54,36.945723,140.927729
2011,2.65,38.224139,140.9465
1994,0.32,42.35,140.95
2011,2.64,38.018389,140.895806
2011,2.65,38.116722,140.90525
2011,6.58,38.054472,140.914167
1993,0.16,40.9,140.867
2011,2.69,42.466035,140.857884
2011,9.17,37.910833,140.914694
2011,3.31,35.701528,140.845528
2011,2.7,38.160278,140.921722
2011,7.7,37.918889,140.907694
2011,4.02,38.128222,140.935
2011,2.73,38.022889,140.895306
2011,7.78,37.937917,140.90575
2011,9.93,38.04275,140.919639
2011,1.24,38.121917,140.8975
2011,8.72,37.931278,140.904417
2011,1.29,41.7525,140.874722
2011,7.83,37.925639,140.901944
2011,6.57,37.980111,140.905472
2011,1.32,42.371722,140.917278
2011,10.8,37.989411,140.913842
2011,3.46,38.179278,140.942889
2011,1.55,36.9407,140.871366
2011,2.39,38.153611,140.917278
2011,0.92,38.038333,140.886694
2011,1.56,38.119333,140.894917
2011,4.01,38.199639,140.951389
2011,0.71,38.041889,140.878833
2011,0,38.035,140.8511
2011,4.96,37.988694,140.904889
2011,9.4,37.07,140.9
2011,2.56,38.111806,140.893167
2011,0,37.7964,140.9198
2011,4.16,38.155667,140.929722
2011,5.17,37.963306,140.908611
2011,9.38,36.921014,140.856053
2011,9.44,37.92305,140.907041
2011,5.7,37.921667,140.896333
2011,5.84,38.066,140.922861
2011,5.96,38.149167,140.942167
2011,7.41,38.075167,140.918306
2011,3.37,35.748505,140.845731
2011,1.17,38.116972,140.897861
2011,3.39,38.176528,140.949917
2011,3.39,38.044842,140.89995
2011,1.2,38.113472,140.881083
2011,3.42,38.083361,140.907639
2011,0,37.952933,140.892667
2011,3.5,37.976014,140.904378
2011,2.02,38.105667,140.905833
2011,3.51,35.698778,140.8475
2011,14.76,37.904583,140.910611
2011,2.36,36.950207,140.896058
2011,7.76,37.878778,140.910861
2011,2.06,38.143306,140.891056
2011,7.78,37.910556,140.902583
2011,2.08,38.153472,140.907944
2011,7.79,37.93525,140.896583
2011,7.85,38.038686,140.921483
2011,2.08,38.024028,140.883
2011,7.91,38.04245,140.91945
2011,2.09,36.953559,140.9077
1972,0.15,36.933,140.9
2011,2.11,38.013778,140.883361
1979,0.03,36.933,140.9
2011,2.12,38.113333,140.926917
1979,0.15,36.933,140.9
2011,2.14,38.023611,140.890806
2011,2.19,38.153694,140.901028
2011,5.24,38.192389,140.94
2011,2.25,38.004611,140.888972
1971,0.05,42.35,140.95
2011,2.28,38.167556,140.933444
2011,5.37,37.961778,140.905167
2011,2.3,38.162389,140.923028
2011,5.44,38.0445,140.893472
1964,0.2,42.35,140.95
2011,2.32,38.125833,140.879583
2011,7.5,37.902139,140.926389
2011,7.52,37.916889,140.91725
1970,0.03,36.933,140.9
2011,7.56,38.129722,140.930611
1968,1.2,37.867,140.933
2011,7.56,37.9255,140.912917
1952,0.08,35.75,140.867
2011,7.56,38.167639,140.950833
2011,7.58,37.904167,140.922444
2011,7.64,38.037278,140.920611
1993,0.09,42.35,140.95
2011,5.52,38.178417,140.949861
2011,3.5,37.986,140.888806
2011,5.66,37.923222,140.895083
1997,0.04,35.75,140.867
2011,3.56,38.188417,140.943639
2011,5.84,36.943611,140.91225
1998,0.05,35.75,140.867
2011,8.02,38.100694,140.929194
2011,3.64,37.96625,140.898444
2011,8.1,37.9066,140.922572
2008,0.17,37.817,140.95
2011,3.67,37.967361,140.890917
2008,0.03,36.933,140.9
2011,8.13,37.938111,140.895
2011,3.78,38.020833,140.906056
2004,0.15,35.75,140.867
2011,8.14,37.904056,140.918583
2011,3.54,38.055861,140.912944
2011,2.83,38.169667,140.921528
2011,1.16,41.968,140.916056
1982,0.06,35.75,140.867
2011,11.72,38.135167,140.939694
1962,0.04,35.75,140.867
2011,5.38,38.051528,140.921611
1960,0.09,36.933,140.9
2011,6.82,38.051,140.921583
1968,0,38.05,140.917
1968,0.07,36.933,140.9
2011,2.85,38.049917,140.9075
1968,1,38.05,140.917
1968,2.2,37.9,140.933
1962,0.15,36.933,140.9
2011,2.85,37.986528,140.893
1968,0.15,37.817,140.95
1963,0.27,36.933,140.9
2011,3.04,38.017917,140.909611
1927,0.18,35.75,140.867
1963,0.17,42.35,140.95
2011,2.97,35.743293,140.861431
2001,0.1,35.75,140.867
2011,4.64,35.69823,140.847968
2011,2.89,37.972389,140.907722
2011,4.86,37.967417,140.896306
2011,3.82,38.024306,140.902306
2011,1.96,38.197833,140.939722
2011,4.86,37.965889,140.898361
2011,2.12,38.015444,140.879333
2011,3.28,38.198417,140.943889
2011,4.83,38.058,140.913139
2011,5.04,38.098417,140.924417
2011,3.14,38.094111,140.912944
2011,5.07,36.958267,140.949177
2011,7.2,36.918889,140.856194
2011,5.12,38.136444,140.934
2011,7.51,37.900778,140.919028
2011,5.12,38.217083,140.948778
2011,6.34,38.038917,140.916528
2011,6.4,37.92825,140.912761
2011,6.74,38.10125,140.929528
2011,6.64,38.131694,140.933889
2011,6.9,37.924694,140.898472
2011,3.04,38.069694,140.886528
2011,7.1,37.95275,140.914417
2011,3.66,36.922875,140.872418
2011,4.11,38.178222,140.940194
2011,5.5,38.038825,140.916261
2011,1.34,41.744167,140.909444
2011,9.3,37.817,140.95
2011,3.53,38.015222,140.898278
2011,2.4,35.75,140.867
2011,3.76,38.025944,140.900083
2011,6.81,36.937222,140.915722
2011,3.95,38.025889,140.913917
2011,6.87,37.972361,140.908917
2011,1.32,38.044361,140.883056
2011,4.12,38.021778,140.905944
2011,1.32,42.370889,140.917778
2011,4.22,38.0835,140.918583
2011,1.34,38.122,140.908611
2011,1.91,38.098694,140.899417
2011,1.45,38.060194,140.901389
2011,1.92,38.025194,140.880139
2011,1.97,38.148694,140.893667
2011,2,37.982025,140.896347
2011,1.96,38.026472,140.88025
1923,0.3,35.75,140.867
2011,5.35,37.963861,140.905389
2011,0,37.8763,140.9196
2011,3.49,38.218583,140.949556
2011,0.81,38.143056,140.884082
2011,0,37.9657,140.90166
2011,7.29,38.092833,140.927861
2011,0.93,38.149758,140.887321
2011,2.37,38.179389,140.936667
2011,1.85,38.217708,140.939856
2011,6.83,36.946175,140.928432
2011,2.17,42.467192,140.859696
2011,5.96,37.955528,140.901194
2011,8.16,36.921035,140.855787
1968,0.8,42.35,140.95
2011,6,38.111025,140.930386
2011,7.9,37.900639,140.914278
2011,10.73,38.040278,140.920417
2011,6.25,38.040114,140.916561
2011,7.91,38.049222,140.911222
2011,2.74,37.832833,140.922222
1968,0.2,36.933,140.9
2011,2.74,38.2065,140.943944
2011,3.68,37.968833,140.900139
2011,8.39,38.051611,140.919611
2011,2.74,38.085083,140.910778
2011,3.73,38.221167,140.951139
2011,8.4,37.899556,140.924806
2011,2.75,38.08625,140.902694
2011,3.75,38.148,140.922694
2011,8.54,38.037306,140.919417
2011,2.75,37.979056,140.894139
2011,4.03,37.967944,140.906611
2011,8.24,38.001694,140.880222
2011,1.36,38.039805,140.870378
2011,4.25,36.944863,140.905873
2011,4.04,37.989722,140.900528
2011,2.22,37.984321,140.875654
2011,4.3,38.153611,140.937306
2011,4.07,38.048028,140.90975
2011,8.32,37.952879,140.892661
2011,4.31,37.975444,140.90325
1960,1,42.35,140.95
2011,12,38.139444,140.916667
2011,1.55,38.033,140.882611
2011,1.66,37.994342,140.877075
1995,0.18,36.933,140.9
2011,1.67,38.213254,140.935508
2011,1.56,38.02,140.880917
2011,3.86,37.974444,140.895139
2011,1.76,38.020449,140.871282
2011,1.57,38.054611,140.899528
2011,2.53,38.124028,140.902083
2011,1.25,38.155077,140.894417
2011,3.95,35.697557,140.854164
2011,2.04,38.144944,140.892444
2011,2.36,38.008417,140.887861
2011,3.2,38.05125,140.92185
2011,3.52,36.935869,140.87258
2011,15.54,37.899639,140.928472
2011,7.59,38.172453,140.953772
2011,8.54,38.100806,140.929972
2011,3.87,37.9665,140.885917
2011,3.87,38.073583,140.914444
2011,3.91,38.056028,140.9135
2011,3.93,38.068944,140.916417
2011,3.24,37.966556,140.890667
2011,3.25,38.223528,140.951694
2011,3.52,38.001167,140.890222
2011,3.55,38.172194,140.933861
2011,9.29,38.134944,140.941056
2011,2.94,38.210444,140.950861
2011,2.96,38.14575,140.916639
2011,3,38.201972,140.93275
2011,2.51,38.098861,140.906944
2011,4.72,38.112389,140.92775
2011,2.2,38.003806,140.884972
2011,2.04,36.956556,140.906639
2011,1.06,37.825371,140.923526
2011,14.56,37.867111,140.938694
2011,3.94,35.730911,140.867639
2011,1.52,38.067167,140.879833
2011,1.53,38.054861,140.903111
1897,0,36.933,140.9
1940,0.22,43.2,140.867
1968,0.03,42.35,140.95
1896,0,38.12,140.88
1968,0.57,36.933,140.9
1968,0.4,35.75,140.867
2011,4.2,38.094467,140.928083
2011,5.95,37.921694,140.896139
2011,2.58,38.120667,140.913472
2011,7.99,38.076111,140.912806
2011,3.8,38.051783,140.92025
2011,8.13,37.916444,140.913861
2011,2.54,38.216222,140.947
2011,11.21,36.936444,140.915194
2011,2.55,38.090222,140.900222
2011,8.44,38.001361,140.913417
2011,0.26,38.131377,140.883406
2011,2.55,38.113361,140.909139
2011,2.56,38.120472,140.905139
2011,8.85,37.902167,140.926361
2011,2.56,38.158583,140.909806
2011,3.12,38.129528,140.917472
2011,2.79,38.094944,140.907833
2011,4.79,37.957167,140.889306
2011,4.81,38.1475,140.932583
2011,16.38,37.899528,140.927861
1990,0.11,35.75,140.867
1959,0.08,36.933,140.9
1968,0.5,41.533,140.917
1952,2,39.3,140.92
1968,1.3,36.95,140.95
1968,0.58,37.817,140.95
1960,1.5,35.75,140.867
2011,4.87,38.078361,140.912417
2011,4.95,38.135889,140.935667
2011,1.48,37.840972,140.923472
2011,2.01,38.126972,140.903722
2011,4.95,37.970083,140.910194
2011,8.49,37.933379,140.897225
2011,5.2,37.983167,140.901167
2011,5.25,38.111333,140.927889
2011,11.04,37.901972,140.914861
2011,5.26,37.968806,140.905361
2011,2.54,38.130778,140.911306
2011,5.31,37.818889,140.94905
2011,5.35,38.101528,140.925722
2011,5.31,38.137778,140.930972
2011,5.72,37.962179,140.8858
2011,5.35,37.924722,140.895944
2011,5.64,37.969667,140.907167
2011,5.37,36.955181,140.9392
2011,8.58,37.894111,140.929528
2011,3.12,35.741139,140.864083
2011,8.73,37.881691,140.930544
2011,7.09,37.92825,140.912583
2011,2.49,36.94375,140.912244
2011,7.26,36.956089,140.942514
2011,2.6,38.057467,140.9158
2011,2.77,38.113359,140.880917
2011,3.25,35.701833,140.845806
2011,8.11,36.938222,140.914
2011,3.27,38.064417,140.916667
2011,10.61,38.135194,140.939528
2011,1.26,37.850472,140.927046
2011,3.78,38.176111,140.936833
2011,3.81,38.179222,140.945583
2011,9.62,37.917611,140.912611
2011,1.3,38.027575,140.870336
2011,3.93,38.187806,140.952167
2011,2.07,38.099361,140.894083
2011,1.34,38.178882,140.91991
2011,2.08,38.115917,140.917806
2011,1.46,38.040062,140.873256
2011,2.11,38.148417,140.910889
2011,1.55,38.183469,140.922618
2011,2.12,38.190667,140.942139
2011,1.61,38.003551,140.877486
2011,1.66,38.033044,140.874255
2011,3.91,35.697518,140.853868
2011,3.94,38.20775,140.949389
2011,3.95,38.113278,140.930083
2011,4.82,38.07175,140.917528
2011,3.95,35.697737,140.853451
2011,2.31,38.22225,140.950417
2011,3.95,38.179306,140.944722
2011,3.59,35.746461,140.842347
2011,3.99,38.038306,140.899083
2011,5.07,37.964722,140.901083
2011,3.97,38.047417,140.905972
2011,7.87,37.923472,140.905389
2011,4,38.082653,140.924008
2011,6.4,38.040369,140.920769
2011,1.58,38.041194,140.889667
2011,4.55,38.172083,140.942556
1677,5,35.75,140.867
2011,3.47,36.935551,140.864375
2011,1.59,38.116833,140.906389
1677,3,36.933,140.9
2011,3.77,36.948531,140.90452
2011,2,38.15217,140.889352
2011,1.59,41.733056,140.936111
2011,1.07,38.035417,140.881361
2011,1.78,36.94375,140.912244
2011,2.6,38.057317,140.916383
1677,4,38.13,140.87
1896,0,36.95,140.9
2011,1.8,38.122028,140.900444
2011,2.37,36.940485,140.871242
2011,6.69,36.920556,140.854556
1896,0,35.73,140.85
2011,1.84,41.934194,140.946222
2011,8.62,38.017306,140.912778
2011,0,37.971436,140.883122
2011,6.76,37.89025,140.90675
2011,1.85,38.043717,140.88795
2011,9.13,37.970111,140.912639
2011,6.78,38.100611,140.92925
2011,0,38.235583,140.930667
2011,1.88,36.944072,140.911436
2011,3.98,36.944446,140.906832
1611,0,42.4681,140.8681
2011,0,38.2177,140.932833
2011,1.89,38.123583,140.89525
2011,4.33,36.948605,140.923195
1703,4,35.7,140.85
2011,8.05,38.102389,140.930417
2011,0,38.24115,140.935833
2011,0.92,36.957969,140.883056
1952,2,36.95,140.95
2011,0,38.239361,140.953333
2011,8.2,37.958767,140.914778
2011,5.62,36.957978,140.942405
1952,1.5,36.917,140.85
2013,0.4,37.817,140.95
2011,0,38.1667,140.8833
1952,0.84,36.933,140.9
2011,1.77,36.944635,140.855652
2011,3.93,35.697219,140.8509
2011,9.6,37.90987,140.91242
2011,0,38.13,140.87
1964,0.13,43.2,140.867
2014,0,36.9369,140.8833
2001,0.18,36.933,140.9
1960,1.2,41.731,140.939
2011,2.28,36.946467,140.867989
1994,0.09,35.75,140.867
1960,1.5,41.723,140.948
2011,3.17,38.018028,140.895306
1923,1.5,35.7,140.85
2011,15.24,36.920639,140.853722
1923,0.18,36.933,140.9
2011,3.18,38.116833,140.917472
1994,0.15,36.933,140.9
2011,5.22,36.942389,140.914556
1995,0.15,35.75,140.867
1998,0.06,36.933,140.9
1983,0.26,40.9,140.867
2011,3.19,37.970722,140.896111
1938,0.19,36.933,140.9
2011,2.69,37.792111,140.944278
2011,3.19,38.2115,140.946639
1938,0.08,35.75,140.867
1938,0.25,36.933,140.9
1938,0.06,35.75,140.867
1938,0.36,36.933,140.9
1983,0.08,42.35,140.95
1983,0.35,43.2,140.867
1964,0.35,36.933,140.9
1993,0.5,43.2,140.867
1964,0.36,35.75,140.867
1964,0.2,43.2,140.867
1792,0,43.2,140.867
1971,0,46.3,140.9
1938,0.03,35.75,140.867
1938,0.14,36.933,140.9
1938,0.08,36.933,140.9
1933,1.6,41.483,140.917
1933,0.6,41.433,140.867
2011,2.14,37.9785,140.88875
2011,7.94,37.922833,140.893528
2011,3.61,38.153556,140.920611
2011,1.77,38.00856,140.872441
2011,3.66,38.194222,140.946472
2011,2.87,38.178833,140.931861
2011,2.7,42.466354,140.857987
2011,6.05,37.963222,140.909833
2011,3.86,36.956086,140.936085
2011,2.14,42.465778,140.858639
2011,0.52,38.121611,140.898667
2011,2.11,38.182194,140.942111
2011,0.65,38.050278,140.884778
2011,3.92,37.973167,140.911083
2011,7.89,37.879947,140.91069
2011,5.68,36.938556,140.915972
2011,4.39,35.698478,140.848333
2011,5.78,38.083194,140.925194
2011,2.11,38.158,140.928083
2011,3.04,38.130333,140.905
2011,7.12,37.936139,140.899333
2011,3.57,38.121194,140.919167
2011,3.44,38.12475,140.917972
2011,3.82,38.053417,140.903722
2011,4.19,38.047083,140.912472
2011,4.04,38.05625,140.912028
2011,0,37.98435,140.875667
2011,4.14,38.030167,140.891111
2011,6.94,37.945222,140.898583
2011,2.86,38.216333,140.943389
2011,2.73,38.2085,140.941389
2011,2.88,38.08575,140.9085
2011,3.96,37.989889,140.900639
1933,0.05,35.75,140.867
2011,3.91,38.15675,140.931333
2011,2.89,38.177139,140.931194
1933,1.2,36.95,140.95
1933,0.25,42.35,140.95
1931,0.04,36.933,140.9
1975,0.11,36.933,140.9
2011,0,38.235053,140.933133
1961,0.04,35.75,140.867
1961,0.2,36.933,140.9
1915,0.9,38.05,140.917
2011,1.04,38.191146,140.928266
1978,0.15,36.933,140.9
1978,0.1,37.817,140.95
1978,0.14,42.35,140.95
1986,0.04,35.75,140.867
2011,1.1,38.049933,140.872585
1986,0.08,36.933,140.9
2011,0,36.9369,140.8833
1856,1.8,41.933,140.95
1856,0,41.7167,140.95
1984,0.04,36.933,140.9
1985,0.06,35.75,140.867
1985,0.13,36.933,140.9
2011,4.34,36.961098,140.939161
1962,0.13,37.817,140.95
2011,4.42,36.937972,140.891083
1968,0.28,42.35,140.95
1611,7,38.13,140.87
1969,0.2,36.933,140.9
2011,4.44,37.907917,140.914861
1983,0.16,43.2,140.867
2011,5.67,36.962167,140.951306
2011,3.19,38.000806,140.89275
2011,0,41.530472,140.894222
2011,2.96,36.942229,140.885806
2011,1.91,37.80765,140.936468
2011,3.21,38.206806,140.933667
1896,27,38,140.92
2011,1.67,37.807639,140.937472
2011,0.74,38.041917,140.8855
1953,3,35.7,140.85
2011,0.88,38.116472,140.91875
1953,0.15,36.933,140.9
2011,2.63,37.798926,140.943899
2011,0.89,38.125917,140.902222
2011,9.55,37.916417,140.918389
2011,8.42,37.85325,140.945917
2011,11.6,37.929422,140.91945
2011,10.37,37.908028,140.913972
2011,1,37.966903,140.889853
2011,1,38.048833,140.903
2011,5.21,38.0305,140.907972
2011,10.86,38.051472,140.920917
2011,1.06,38.051139,140.886472
2011,12.2,38.052667,140.920833
2011,19.63,37.894833,140.930111
2011,1.85,38.036861,140.892444
2011,9.2,37.908222,140.921167
2011,1.06,42.464448,140.858056
2011,1.88,38.008,140.884472
2011,2.62,38.166694,140.931556
2011,1.88,38.160785,140.904963
2011,1.43,42.418158,140.898163
2011,1.95,37.78697,140.951411
2011,1.92,36.944078,140.911706
2011,2.69,38.120528,140.902194
2011,2.39,38.229322,140.943271
2011,3.46,37.989889,140.8915
2011,1.99,36.944053,140.911578
2011,2.43,37.991722,140.888361
2011,3.74,36.944198,140.901562
2011,2.01,38.09681,140.894093
2011,4.43,38.199167,140.935694
2011,2.25,38.162645,140.905883
2011,2.44,38.125472,140.910306
2011,2.11,38.1485,140.901278
2011,2.08,38.219653,140.940747
2011,4.8,38.0559,140.919167
2011,2.18,38.15511,140.890607
2011,12.8,37.916417,140.905028
2011,2.41,38.01202,140.867673
2011,3.42,38.144083,140.933472
2011,4.52,37.956327,140.887147
2011,14.45,38.072611,140.923111
2011,3.02,38.204056,140.934694
2011,3.48,37.967139,140.890194
2011,6,37.976667,140.902889
2011,11.02,37.869361,140.936
2011,6.34,38.135306,140.939333
2011,3.06,38.133889,140.916667
2011,6.37,37.991444,140.9045
2011,1.45,38.185,140.934528
2011,6.4,38.177136,140.951092
2011,2.21,38.155889,140.898181
1935,0.09,36.933,140.9
2011,0.53,38.135444,140.8965
2011,0,38.069733,140.8865
2011,4.08,38.200194,140.943167
2011,4.8,38.101183,140.929333
2011,4.09,38.20175,140.950833
2011,5,37.926979,140.897757
2011,4.09,38.202111,140.9465
2011,5.07,37.945287,140.898552
2011,4.13,37.968889,140.901167
2011,4.15,38.042189,140.909625
2011,3.06,38.121167,140.900556
2011,3.06,38.104972,140.911667
2011,3.08,38.134694,140.909139
1676,0,37.07,140.9
2011,2.42,38.163417,140.915194
887,4,37.92,139.05
1096,0,34.98,138.4
1495,5,35.309,139.55
1968,0.1,34.217,139.133
1968,2.3,35.02,138.48
1898,0,38.92,139.83
1953,1.5,33.1,139.767
1980,0.1,35.31,139.41
1944,2,34.61,138.24
1980,0.6,34.78,139.4
1680,0,34.967,138.383
1980,0.1,34.78,139.42
1856,0,35.6,139.7
1980,0.07,34.217,139.133
1965,0.23,33.1,139.767
1956,0.23,33.1,139.767
1716,0,34.73,139.4
1980,0.06,34.9189,139.825
1965,0.1,35.1333,138.7
1980,0.07,35.31,139.41
1965,0.1,35.017,138.883
1946,2.5,35.45,138.15
1897,2.4,37.12,138.24
1968,0.6,34.9189,139.825
1960,0.85,35.15,139.617
1983,5,39.95,139.717
1960,0.5,35.25,139.583
