year,runup,latitude,longitude
1994,3.6,-8.657,114.360667
2006,3.27,-7.69243,108.65195
1994,4,-8.694833,114.376
2006,5.8,-7.80466,109.71989
2006,3.17,-7.69209,108.65211
1994,4.2,-8.730333,114.351
2006,5.05,-7.7754,109.58221
2006,3.07,-7.69204,108.65215
2006,4.65,-7.77492,109.58233
1994,5.1,-8.732167,114.348833
2006,6.27,-7.68613,108.63411
2006,6.37,-7.68532,108.63449
2006,4.35,-7.7747,109.58234
1994,5.5,-8.730833,114.3475
2006,4.37,-7.68496,108.63476
2006,3.77,-7.6843,108.63496
2006,3,-7.76811,109.43613
1994,4.4,-8.745833,114.355833
1994,5.6,-8.7395,114.342667
2006,3.64,-7.70709,108.65236
1994,5.3,-8.733,114.346
2006,5.45,-7.70227,108.65826
2006,5.65,-7.70227,108.65826
1994,2.5,-8.596333,114.223333
2006,6.35,-7.70227,108.65826
1994,2.3,-8.6,114.225
1994,4.1,-8.608167,114.226667
2006,2.9,-7.70701,108.66362
2006,7.55,-7.67612,108.70329
2006,6.45,-7.6762,108.70409
2006,4.75,-7.67514,108.70421
2006,0.03,-7.75633,109.47111
2010,3.4,-2.367967,99.821167
2006,1.98,-7.72356,109.39491
2006,1.9,-7.72368,109.39465
2006,1.87,-7.72431,109.3941
2010,2.8,-2.36785,99.821333
2007,0.09,1.729,98.785
1852,0,-6.5,105.5
2010,1.7,-2.36755,99.821683
1984,0,-2.823,118.806
2010,3.9,-3.191944,100.344722
2010,0.97,-2.347683,99.789133
2010,3.8,-3.1925,100.343889
1883,0,-2.25,106
2010,2.57,-2.347417,99.789033
2010,3.6,-3.192778,100.344167
1994,0,-10.362,112.892
2010,0.43,-2.346933,99.789167
1861,0,-6.3,107.3
2010,3.5,-3.193333,100.344167
2010,5.85,-2.346167,99.78805
1994,0,-10.341,113.369
2010,3.9,-2.816389,100.058056
2010,4.62,-2.346333,99.7882
1861,0,-1.5,100
2010,3.9,-2.815833,100.057778
1815,0.3,-8.467,118.717
2010,2.89,-2.346267,99.788267
1818,0,-7,117
2010,4.8,-2.815833,100.057778
1815,1.5,-7.017,113.867
2010,2.35,-2.333033,99.729133
1851,0,-5,105
2010,4.3,-2.814444,100.057778
1815,0,-8.5,115
2010,2.71,-2.332367,99.728933
1926,0,-0.7,100.6
2010,3.8,-2.829444,100.096111
1818,0,-3.767,102.267
2010,0.3,-2.332117,99.729017
1859,0,-9,111
2010,1.6,-2.829444,100.096111
1818,3.5,-8.467,118.717
2010,2.75,-2.37502,99.71112
2010,0.94,-2.330883,99.7291
1833,0,-2.5,100.5
1920,2,-0.65,119.68
2010,1.35,-2.37497,99.71073
1967,0,-3.7,119.3
2010,0.24,-2.329967,99.7291
1921,1,1.494,109.213
2010,0.91,-2.88133,100.17082
2006,0,-9.254,107.411
2010,4.06,-2.956944,100.187028
1770,0,-4.51,102.97
2010,0.9,-2.88274,100.17073
1977,0,-11.085,118.464
2010,7.11,-2.957861,100.188694
2004,6.8,9.46,98.437
2010,1.1,-2.8849,100.1684
416,0,-6.102,105.423
2010,5.23,-2.956583,100.189583
2004,5,9.376,98.401
2010,0.59,-2.88674,100.16662
1994,0,-10.477,112.835
2010,3.62,-2.957583,100.193917
1883,0.9,-3.767,102.267
2010,2.03,-2.81645,100.0574
1797,0,0.001,99
2010,6,-2.830944,100.094917
1883,0.9,-4.48333,102.9
2010,2.43,-2.81622,100.05711
2010,0,-3.487,100.082
1883,1.2,-2.58333,101.117
2010,3.23,-2.81598,100.05711
1883,2.7,-1.351111,100.575556
1883,1.5,-6.983333,106.55
1883,2.1,-7.822897,113.2377
1883,22,-5.45,105.27
1883,1.8,-7.733,109.02
1883,30.6,-5,105.42
2010,6.68,-2.62583,99.97964
2010,1.92,-1.99568,99.57902
2010,1.74,-1.9894,99.56928
2010,4.42,-3.29059,100.33467
2010,8.6,-3.29576,100.33842
2010,6.36,-3.24813,100.34382
2010,7.19,-3.24835,100.34013
2010,6.99,-3.24837,100.33997
2010,1.89,-3.21321,100.30121
2010,3.71,-3.21506,100.30152
2010,5.12,-3.21637,100.29932
2010,5.62,-2.831028,100.094778
2010,5.27,-2.816472,100.057167
2010,1.16,-3.33384,100.47161
1820,0,-7,119
2010,1.61,-2.81831,100.05979
2010,6.98,-2.815917,100.056944
1969,0,-3.1,118.9
2010,7.43,-2.77615,99.98317
2010,2.55,-3.116583,100.3135
1815,0,-8.2,118
2010,0.96,-2.74856,99.98499
2010,2.69,-3.116639,100.313111
1815,0,-8,115
2010,0.96,-2.74856,99.98499
2004,3,5.476,100.266
1883,0,-6.102,105.423
2010,1.58,-2.75256,99.98794
2004,2.5,5.439,100.308
1883,0.5,-6,105.75
2004,1,5.575,100.338
416,0,-5.8368,105.6513
2004,0.84,8.07,98.87
2004,3,5.58,100.338
1994,0.2,-21.65,115.133
1994,11,-8.62,114.09
1994,0.2,-24.9,113.65
1994,3.7,-8.52,114.99
1994,3,-8.28933,113.1085
1797,0,-0.95,100.35
1833,0,-3.767,102.267
1833,0,-0.95,100.35
2004,0,6.1,100.3
1837,0,1.279,103.855
2006,6.35,-7.67514,108.70421
2006,4.95,-7.67514,108.70421
2006,5.85,-7.67462,108.70433
2006,3.05,-7.67423,108.7044
2006,2.55,-7.67392,108.70444
2006,1.65,-7.67364,108.70449
2006,4.67,-7.68192,108.67688
2006,3.17,-7.68192,108.67688
2006,2.57,-7.68006,108.67581
2006,4.93,-7.69267,108.66273
2006,4.72,-7.69652,108.65971
2006,7.34,-7.69599,108.76251
2006,7.65,-7.69568,108.76251
2006,6.05,-7.69118,108.75621
2010,4.6,-2.831389,100.095556
2006,7.86,-7.69212,108.75314
2006,6.16,-7.69107,108.75455
2006,1,-7.74166,108.99664
2010,4.6,-2.831389,100.095556
2006,2.36,-7.75033,109.01564
2006,2.26,-7.74855,109.01971
2010,5.1,-2.831389,100.096389
2010,4.8,-2.828333,100.096667
2010,4.6,-2.776944,99.983056
2010,2.9,-2.777778,99.9825
2010,2.9,-2.777778,99.9825
2010,3,-2.778056,99.982778
2010,3.8,-2.778056,99.983611
2010,4.8,-2.777778,99.983333
2006,5.5,-7.76671,109.43837
1994,0.2,-20.64,116.755
2007,1.4,-3.78549,102.25116
2004,13.1,8.812,98.266
2007,1.4,-3.79666,102.25028
2004,5.3,8.31,98.273
2007,1.2,-3.88556,102.30352
2004,6.1,8.399,98.265
2007,1.7,-3.90038,102.27493
2004,15.8,8.857,98.268
2007,2,-4.14423,102.51948
2004,1.2,9.951,98.596
2007,1.7,-4.35269,102.7943
1994,1.3,-8.615167,114.113833
2004,1.1,9.277,98.386
2007,3.5,-4.47753,102.89955
1994,9.3,-8.6,114.096667
1994,4.2,-8.556667,113.935167
2007,1.4,-4.58738,103.12446
1994,5.4,-8.6155,114.0865
1994,7.5,-8.5585,113.943667
2007,2.35,-3.42978,101.90058
1994,1.3,-8.6155,114.0865
2007,2.75,-2.58819,101.11283
1994,3.8,-8.6155,114.0865
2007,2.15,-2.58761,101.11258
1994,6.7,-8.589167,114.004333
2007,3.6,-2.58567,101.11169
1994,7.5,-8.59,114.005
2007,1.8,-3.10175,101.52642
1994,6.7,-8.589167,114.004667
1861,0,-0.05,98.2667
1994,5.7,-8.586,114.007833
1892,0,-4.8,119.65
1994,6.3,-8.589333,114.008333
1892,0,-8.467,118.717
2004,1.5,1.664,98.826
2006,2.57,-7.71445,109.03283
2000,20,4.76,119.41
1856,0,-8.567,116.067
2006,3.97,-7.68948,109.08001
1863,0,-6.917,106.383
2012,0.09,-0.95,100.3667
2010,3,-3.08,100.2864
2010,3,-2.7,100
2009,0.18,-0.95,100.3667
1885,0,0.2,99.383
1922,0,-0.95,100.35
1892,0,1.283,103.85
2004,1.6,1.718,98.797
2004,1.63,1.719,98.795
2004,1.5,1.729,98.785
1994,5,-8.555333,113.944833
1994,9.9,-8.481667,113.711
1994,11.2,-8.482333,113.711333
1994,6,-8.482167,113.713
1994,5.9,-8.482833,113.7125
2012,0.05,7.8167,98.4167
2012,0.14,-5.4271,102.377289
1977,5.5,-8.91,116.28
2012,0.22,-5.4271,102.377289
1977,0.75,-20.639166,116.727777
2004,1.23,1.75,98.75
2004,1,1.871,98.565
2004,1.7,2.008,98.403
1984,0.1,-2.823,118.806
1883,20,-6.224031,105.832256
1964,0.05,-4.22,152.18
2006,0.08,7.1,171.383
1995,0.03,-17.6,177.433
2014,0.17,-39.4757,176.9201
2013,0,-10.751467,165.964247
1878,12,-19.5,169.333
2013,0,-10.7889,166.066
2013,0,-10.791,166.062
2013,0,-10.799,166.049
1875,4,-20.2,169.82
1878,0,-4.24,152.1833
2013,0.12,1.367,172.933
1966,0,-10.6,161.75
2013,0.06,-17.6,177.433
1995,0.2,-17.7553,168.3077
1931,2,-10.455,161.918
2013,0.12,-36.189,175.4889
1931,3,-10.83492,162.4552
2013,0.07,-37.5503,178.159
1968,0.05,-18.133,178.427
1995,0.03,-18.133,178.427
1966,0,-9.8,160.8
1988,0.09,-9.429,159.955
2004,0.08,-17.7553,168.3077
1892,0,-15.25,166.83
1988,0,-10.6,161.75
2004,0.6,-41.048,173.027
1931,9,-10.6,161.75
1877,2,-18,178
1893,0,-17.733,168.317
1877,2.7,-36.92,174.78
2004,0.5,-42.4129,173.7028
2011,0.18,-17.7553,168.3077
1877,2.5,-38.68,178.02
1964,0.45,-36.85,174.78
2011,0.18,-17.7553,168.3077
1877,0,-39.479,176.923
2007,4.36,-8.28622,156.53326
2004,0.16,-37.6304,176.186
2011,0.07,-15.5156,167.1886
1960,3,-39.47,176.91
1877,2,-41.25,175.25
1878,0,-19.5,169.333
2011,0.1,-20.6929,164.9422
1877,1.8,-35.27,174.17
2013,0,-41.767,174.061
2007,8.64,-8.2603,156.54432
2004,0.5,-39.067,174.033
1960,3,-39.64,176.98
2008,0.15,-17.7553,168.3077
2011,0.14,-21.9829,166.6833
1877,1,-37.725,176.157
1893,0,-17.75,168.3
2004,0.05,-22.3,166.433333
1950,0,-37.86,176.71
2007,2.53,-8.25593,156.54368
2013,0.27,-15.5156,167.1886
1868,0,-18,178
1869,0,-39.05,174.07
2013,0.77,-20.6929,164.9422
2007,6.8,-8.17148,156.57829
2004,0.03,-18.133,178.427
1947,4,-38.68,178.02
1899,0,-9.05,160.317
1868,3,-37.53,177.98
1868,1.5,-35,173.57
1897,0,-41.3,174.8
2007,6.59,-8.17167,156.57854
1868,1,-39.479,176.923
1985,1.2,-4.3,152.2
2013,1.04,-10.7208,165.8019
1904,0,-39.12,177.2
1848,0,-39.05,174.07
1971,1.5,-5.433,154.6667
1910,0,-4.24,152.18
1899,0,8.7,167.7
1868,1.25,-41.2613,173.27278
1855,0,-41.93,174.09
1971,6,-4.8,152.8333
1848,0,-39.233333,173.816667
2011,0.03,-17.7553,168.3077
1977,0,-27.36666,153.16666
1983,0,-4.883,153.581
2009,0.07,-17.7553,168.3077
1961,3.6,-9.86,160.83
1897,1,-41.283,174.783
2010,0.42,-37.6304,176.186
1980,0,-12.525,165.916
1979,0,-16.76,179.984
2009,0.04,-37.5503,178.159
2010,0.18,-41.048,173.027
1961,3.6,-10.6,161.75
1987,0,-7.288,154.371
2008,0.02,-15.5156,167.1886
1875,2.5,-21.096,167.41
2010,0.25,-35.842,174.5
1966,0,-10.38,165.8
2011,0.07,-17.7553,168.3077
2007,1.02,-8.11479,157.0466
1996,0,8.733,167.733
1875,0,-20.9158,167.2638
1846,0,-38.96,175.73
1848,0,-41.2613,173.27278
1863,0,-18.7,169.1
2011,0.22,-37.5503,178.159
2007,1.4,-8.1003,157.00863
2007,0,-6.917,155.883
1987,0,-14.074,167.828
1893,0,-17.733,168.317
2007,1.97,-8.06155,156.96846
1848,0,-39.933,175.05
2011,0,-41.07,173.68
1987,0,-10.707,162.326
1919,2.5,-4.22,152.18
2007,1.36,-8.02028,156.94507
1985,0,-4.439,152.828
1919,0,-4.35,152.267
2013,0,-10.802,166.044
2007,0.96,-7.94278,156.94785
2011,0,-18.365,168.143
2007,2.58,-7.11034,156.82147
1997,0,-10.75,165.92
2011,0,-41.299,174.113
2010,0.01,-9.429,159.955
2007,0,-7.083,157
2007,0.67,-7.91213,156.96145
2007,2.48,-7.1102,156.8215
2011,0,-18.311,168.218
1975,2,-6.83,155.33
1848,0,-41.29,174.78
2010,0.26,-41.2846,174.7791
2010,0.07,-9.429,159.955
2007,0,-8.043,159.454
2007,2.18,-7.19669,156.90525
2010,0.05,-15.5156,167.1886
1891,0,-37.4,174.4
2007,0,-6.817,155.733
2007,2.18,-7.19661,156.90536
1939,0,-4.35,152.267
2013,0,-41.704,174.337
1975,1,-6.83,155.33
1939,0,-4.22,152.18
1901,0,-10.75,165.92
2007,0,-6.867,155.7
1899,0,-3.33,152
1975,0.5,-6.25,155.033
2007,1.52,-7.29418,157.08811
1888,0,-4.22,152.18
1997,0,-10.75,165.92
1901,0,-14.074,167.828
2010,0.16,-37.7944,174.88
2007,0,-6.25,155.033
2013,0.48,-20.919,167.279
2013,0.33,-17.7553,168.3077
1997,0,-10.75,165.92
1899,0,-3.333,154.75
2007,0,-11.31,154.23
2009,0.03,-15.8,158.5
1868,2.5,-43.695,173.06
1969,0.1,8.733,167.733
2014,0.06,-36.189,175.489
2004,0.6,-38.97,174.46
1888,0,-5,152
2011,0.51,7.1,171.366
2007,3.5,-9.253,152.874
2009,0.07,-9.429,159.955
2014,0.12,-21.9829,166.6833
1937,1.5,-4.3,152.16
2004,0.31,-37.073,174.679
1888,2.5,-4.22,152.18
2004,0.22,-36.362,174.182
2014,0.14,-40.8993,176.2317
2014,0.14,-41.2846,174.7791
2014,0.09,-36.189,175.4889
2013,0,-10.751,166.1075
1971,0.24,-6.183,155.55
1977,0.04,-4.22,152.18
2009,0.03,-17.6,177.433
2014,0.2,-17.7553,168.3077
2013,0,-10.8557,165.8517
2001,0,-40.842,174.938
1977,0.15,-9.429,159.955
1953,0,-17.767,168.3
2014,0.08,-42.4129,173.7028
2000,3,-3.33,152
2014,0.06,-10.7208,165.8019
2001,0,-41.048,173.027
1977,0,-27.36666,153.16666
1999,3.6,-16.12,168.19
2014,0.05,-6.6928,156.4086
2014,0.02,-15.8,158.5
2013,0,-10.455,161.918
2001,0,-42.4129,173.7028
2007,2,-9.204,152.941
2014,0.04,-20.919,167.279
2001,0,-41.2864,174.779
2007,0,-9.23,152.951
2001,0,-41.095,176.074
2007,0,-9.295,153.685
2001,0,-37.6304,176.186
2007,0,-9.556,152.444
2001,0,-35.842,174.5
1931,1.3,-20.683,164.933
2001,0,-35.965,175.103
1999,0.2,-17.7553,168.3077
2011,0.34,-35.842,174.5
2006,0.14,8.733,167.733
2011,0.78,-36.833,175.709
2006,0.05,-8.525,179.2
1882,0,-41.32,175.84
1914,0,-37.8,178.2
2013,0,-10.928,166.018
2014,0,-6.72,154.931
1934,0,-11.139,165.503
1956,0,-38.9,175.8
1848,0,-41.9,173.6
1936,0,-0.5,166.9
1895,0,-38.8,176
1880,0,-38.85,178.85
1870,0,-41.29,174.78
1855,0,-39.2,177.6
2014,0,-11.451,162.069
2014,0.1,-37.5503,178.159
1966,0,-11.893,166.445
2014,0.11,-36.189,175.489
1904,0,-40.4,176.4
2014,0.19,-38.6754,178.023
1878,0,-19,168.5
2014,0.15,-41.2864,174.779
1843,0,-39.9,175
2014,0.04,-17.6,177.433
1952,0,-18.5,169.25
2014,0.04,-18.133,178.427
1958,0,-16.829,168.536
1946,1.2,-35.61,174.52
1845,1,-39.934,175.028
1976,0,-35.6,174.533
1840,0,-36.836,175.692
1840,1,-37.593,178.282
2010,0.17,-39.055,174.033
1868,0,-37.14,175.53
1868,0.3,-41.2639,173.279
2013,0.08,-42.4129,173.7028
2013,0.07,-41.2864,174.779
1952,2.3,-38.6754,178.023
1899,0,-3.33,152
1968,0.09,8.733,167.733
1953,0,-18.98428,178.4067
1961,0.9,-17.667,168.517
1961,0.9,-17.7553,168.3077
1986,0.03,7.3666,151.8833
1991,0.04,-9.429,159.955
1987,0.04,-4.22,152.18
1987,0.07,-4.22,152.18
1883,1.8,-36.92,174.78
1916,4.5,-4.22,152.18
1991,0.15,-9.429,159.955
1883,0.9,-36.78,175.53
1883,0.9,-38.68,178.02
1991,0.1,-4.22,152.18
1883,0.9,-37.77,176.48
1883,0,-35,173.57
1992,0,-10.75,165.92
1883,0,-35.27,174.17
1883,1.8,-37.02,175.87
1877,0.7,-39.033,177.367
1883,1.5,-37.13,175.58
1877,0.8,-41.283,174.783
1883,1.2,-36.38,174.7
1868,2,-38,177.3
1868,2.5,-41.25,175.25
1868,1.8,-36.52,175.5
1868,0,-27.3,153
1964,0.15,8.733,167.733
1868,1.8,-36.58,174.69
1868,0.75,-41.283,174.783
1995,0.05,-27.97,153.57
1960,1.5,-36.32,175.47
1995,0.16,-17.7553,168.3077
1974,4.5,-7.083,157
1974,0.15,-9.429,159.955
1974,1,-6.25,155.033
1960,0,-37.4,175.94
2009,0,-41.2864,174.779
2007,0.04,-18.133,178.427
1960,0,-35.27,174.08
2010,0.24,-37.128,175.521
1960,0,-37.21,175.88
2010,0.19,-36.921,174.461
1768,0,-4.83,152.87
2007,3.35,-8.40351,157.33587
1960,0,-35.05,173.74
1953,4.57,-18.95167,178.3764
1960,0,-34.9,173.35
2007,2.25,-8.40483,157.33736
1953,15,-18.28,178.13
1960,0,-34.8,173.1
2007,2.34,-8.42366,157.31234
2007,3.64,-8.42434,157.31305
1960,0,-36.6,175.77
1905,0,-17.733,168.317
1960,0,-43.719,173.106
1905,0,-17.733,168.317
1960,0,-40.1,176.87
1999,1,-18.133,178.427
1953,0,-18.2,178
1997,0.1,-8.525,179.2
2007,2.44,-8.42588,157.31427
1953,0,-17.6,178.5
1997,0.1,-18.133,178.427
2007,1.23,-8.43764,157.30758
1946,2.4,-35.57,174.49
2007,1.33,-8.44961,157.39892
1997,0.2,-17.7553,168.3077
1946,0,-35.76,174.35
2007,0.73,-8.44993,157.39937
2003,0.08,-17.7553,168.3077
2007,1.65,-8.47434,157.27507
1946,0.3,-36.85,174.78
2003,0,-22.3,166.433333
2007,1.85,-8.49934,157.26209
1946,1.8,-38.37,178.31
1966,0.8,-11.617,166.967
2007,0.88,-8.33035,157.27049
1946,0.6,-38.37,178.31
1966,0.05,-18.133,178.427
2007,0.98,-8.33019,157.27009
1946,0,-41.29,174.78
1998,0.02,-42.4129,173.703
1848,0,-41.233333,174.9
2007,1.08,-8.32999,157.27033
1998,0.02,6.59,158.15
2007,0.62,-8.30805,157.16506
2004,0.26,-35.973,174.46
1983,0.26,-4.22,152.18
1855,9,-41.63,175.33
1958,0.1,8.733,167.733
1947,1,-39.17,177.928
1960,5.49,-38.676,178.028
1960,0,-43.762,173.058
1960,3,-35.32,174.12
1960,0,-40.3,176.61
1939,0,-5.9333,155.35
2014,0,-41.2613,173.27278
1999,6.6,-16.016667,168.21666
1953,0,7,163
1855,0,-41.93,174.09
1906,0.25,-38.66,178.92
1926,6.35,-38.37,178.31
1923,0.1,-41.29,174.78
2012,0.05,-37.5503,178.159
2012,0.02,-8.525,179.2
2012,0.03,-9.429,159.955
2012,0.05,-36.8314,174.7865
2012,0.1,-38.6754,178.023
2012,0.08,-21.9829,166.6833
1960,1,-36.93,174.69
1960,0,-36.82,175.01
2010,0.23,-17.7553,168.3077
1964,0.15,-37.725,176.157
1964,0.35,-41.283,174.783
1960,0.11,-27.4667,153.0333
2009,0.02,-8.525,179.2
1900,3,-4.22,152.18
1960,0.09,-25.28,152.97
1922,0,-39.95,174.98
1937,0,-4.248,152.183
1922,0.4,-43.22,174.78
1953,1.5,-18.383,178.133
2014,0.11,-6.6928,156.4086
1953,3,-18.133,178.433
1959,1,-7.75,156.58
1960,0.18,-28.87,153.58
2009,0.03,-18.133,178.427
1960,0.11,-27.36666,153.16666
1960,0.5,-30.3,153.15
2009,0.02,7.1,171.366
1960,0.32,-29.42,153.37
1960,0.7,-31.517,159.067
1899,0,-8,178.5
1960,0.2,-29.066,167.95
2009,0.03,-36.811,175.007
1888,4.5,-4.24,152.1833
2009,0.22,-37.55,178.159
2014,0.08,-15.5156,167.1886
2009,0.21,-37.725,176.157
2014,0.02,-6.6928,156.4086
2009,0.15,-38.6754,178.023
2014,0.16,-20.919,167.279
2009,0.16,-39.4757,176.9201
2009,0.11,-41.2846,174.7791
2010,0.15,-17.7553,168.3077
2007,0.05,-17.7553,168.3077
2007,0.02,-9.429,159.955
2007,0.03,-18.133,178.427
2006,0.04,-9.429,159.955
2007,3.76,-8.10937,156.84087
2011,0.52,-37.6304,176.186
1977,0.16,-18.133,178.427
2007,3.86,-8.10922,156.84228
2011,0.2,-38.0659,174.8232
1977,0.02,-18.133,178.427
1957,0,-8.57,160.72
1923,0,-4.22,152.18
2007,4.06,-8.10907,156.8422
2010,0.15,-17.7553,168.3077
1995,0,-23.008,169.9
1923,0,-4.3,152.2
2007,2.66,-8.10761,156.84499
2007,1.5,-7.29603,157.09022
1840,0,-37.61,178.35
1977,0.1,-36.8314,174.7865
1868,0.3,-39,174.21
1840,0,-36.836,175.692
1977,0.15,-35.27,174.1
1952,0.3,-35.61,174.52
2014,0,-11.315,162.211
1977,0.15,-37.725,176.157
1952,0.9,-35.57,174.49
1916,0,-4.739,152.548
1952,0.1,-36.85,174.78
1977,0.13,-35.72,174.3
1877,0,-38.02,178.33
1952,0.2,-41.29,174.78
1977,0.09,-22.3,166.433333
1927,0,-38.37,178.31
1905,0,-17.7,168.3
1840,1,-37.635,178.355
2007,0,-9.022,152.808
1882,1.2,-41.32,175.84
2011,0.66,8.733,167.733
1905,0,-17.7,168.3
1967,0,-4.4,152.5
1960,1.2,-36.85,174.78
2011,0.8,-17.7553,168.3077
1991,0,-9.094,158.442
2011,0.54,-15.5156,167.1886
1960,2.4,-36.29,174.8
1991,0,-9.929,159.139
2011,0.28,-37.725,176.157
2011,0.29,-17.6,177.433
2008,0,-19.941,168.953
2011,0.17,-41.2846,174.7791
2011,0.21,-9.429,159.955
2011,0.39,-37.5503,178.159
2011,0.04,-15.8,158.5
2008,0,-20.071,168.892
2011,0.38,-34.418,173.049
2007,2.08,-7.03147,156.75986
2007,0,-11.61,165.762
2007,6.39,-8.17218,156.57874
2007,2.08,-7.03147,156.75986
2002,0,-17.6,167.856
2007,1.98,-7.03047,156.76022
2003,0,-10.491,160.77
1953,0,-4.449,152.868
1955,0,-6.93,156.08
1955,0,-4.22,152.18
1965,7,-16.1,167.2
1965,2.5,-17,168
1965,1.2,-17.7553,168.3077
1965,2,-15.25,166.83
1966,0.2,-9.47,159.95
1952,0.1,8.733,167.733
2004,0.1,-37.725,176.157
1963,0.2,8.733,167.733
1960,0.38,8.733,167.733
2014,0.02,-9.429,159.955
1960,1.2,-4.22,152.18
2014,0.03,-10.7208,165.8019
2014,0.01,-15.8,158.5
1963,0.1,8.733,167.733
2014,0.06,-37.725,176.157
1906,0,8.7,167.7
1964,0,-41.27,173.27
1960,0.6,-37.87,176.37
2007,1.12,-8.22009,157.027
1964,0.03,-30.3,153.15
1960,3,-35.63,174.5
2007,2.28,-8.23217,157.01779
1964,0.3,-4.22,152.18
1960,0,-37.99,177.16
2007,0.97,-8.23051,157.01946
2004,0.64,-41.2613,173.27278
1960,0.5,-18.133,178.427
2007,2.06,-8.09217,156.83927
1952,0.25,8.733,167.733
1952,1,-4.22,152.18
1868,0,-18.12,178.53
2011,0.27,1.367,172.933
2007,0.21,-9.429,159.955
1999,0.13,-17.6,177.433
2011,0.27,-0.533,166.9
1952,1,-35.63,174.5
1848,0,-41.29,174.78
2000,1,-4.22,152.18
2007,0.12,-17.7553,168.3077
1952,2.5,-6.215,155.625
1960,0.5,-37.97,176.99
2009,0.09,-17.6,177.433
2000,1,-4.35,152.267
2009,0.18,-17.7553,168.3077
2013,0,-10.8349,162.4552
1960,1,-35.76,174.35
1999,1.8,-16.29,167.68
2007,3.26,-8.1097,156.84099
1941,0.15,-4.22,152.18
2013,1.5,-10.72167,165.799819
1947,10,-38.66,178.15
2007,1,-8.11264,156.90568
2006,0,6.59,158.15
2013,0.05,-18.133,178.427
2007,1.75,-8.09724,156.862
1855,3,-41.283,174.783
1947,5,-38.66,178.15
1855,0,-41.5,174.5
1947,4,-38.4,178.33
2013,0.13,-39.055,174.033
2007,1.24,-8.09427,156.86127
1855,0,-41.45,174.1
2012,0.06,-37.5503,178.159
2007,1.14,-8.09434,156.86169
1947,6,-37.62,177.92
1960,0,-9.23,152.951
1949,0.3,-4.22,152.18
2007,1.63,-8.09788,156.86418
1939,0,-9.05,159.2
2007,2.13,-8.09914,156.86476
1971,0.24,8.733,167.733
2013,0.07,-41.2864,174.779
2007,2.32,-8.10166,156.86682
1971,2,-4.22,152.18
2013,0.07,-42.4129,173.7028
2007,2.32,-8.10212,156.86597
1971,0,-5.7667,154.7167
2013,0,-10.7855,165.754
2007,2.02,-8.10038,156.86516
1971,8,-5.08,152.08
2013,0,-10.818,165.8304
1971,0,-4.8,152.8333
2007,1.5,-8.06735,156.80999
1971,0,-3.33,152
2013,0,-10.736,165.7772
1971,0,-6.25,155.033
2013,0,-10.698,165.798
2001,0.05,-17.6,177.433
2013,0,-10.709,165.8
2001,0.05,-18.133,178.427
2013,3,-10.7247,165.7866
2013,0.09,-10.7208,165.8019
1997,0,-12.584,166.676
2010,0.23,-34.418,173.049
2010,1,-38.6754,178.023
2013,0,-10.7175,166.1345
2013,0,-10.707,166.14
2002,0.4,-17.7553,168.3077
2000,3,-6,155
1934,0,-4.2,152.2
1983,0,-4.7,153
1974,1.5,-7.1,155.6
1976,0.9,-18.133,178.427
2013,0,-10.832,165.879
2013,0,-10.862,165.867
2014,0.03,-37.5503,178.159
2014,0.04,-10.7208,165.8019
2010,0,-9.019,157.551
1975,0.12,8.733,167.733
2007,0,-20.617,169.357
1909,0,-15.5,167.2
2014,0.07,-15.5156,167.1886
1892,0,-15.25,166.83
1941,0,-4.33,152.26
1966,0,-12.334,166.684
2003,0,-22.107,169.35
2014,0.03,-10.7208,165.8019
2014,0,-9.429,159.955
2011,0,-19.157,168.311
1855,0,-41.25,175
1965,0,-15.9,166.8
1977,0,-9.828,163.323
1974,0,-7.4,155.6
1971,0,-10.38,165.8
1955,0,-6.9,155.7
1878,0,-19,168.5
1893,0,-17.75,168.3
1910,0,-14,166.5
1951,0,-9.02,157.95
2000,0,-3.98,152.169
2012,0,-17.827,167.133
2007,2.56,-8.10672,156.84569
2009,0.31,-17.7553,168.3077
2009,0.17,-15.5156,167.1886
2009,0.21,-34.418,173.049
2009,0.33,-37.5503,178.159
2009,0.02,6.59,158.15
2007,5.52,-8.09449,156.78592
2007,6.12,-8.09433,156.7858
2007,5.12,-8.09379,156.7846
1971,0,-10.66,165.8
2001,0.13,-17.7553,168.3077
2007,4.92,-8.08882,156.78313
2001,0.05,8.733,167.733
1966,0,-10.283333,166.233337
1960,0.6,-37.725,176.157
2014,0.03,-15.5156,167.1886
2007,3.82,-8.08816,156.78361
2007,3.02,-8.0914,156.78555
2007,5.72,-8.09551,156.78719
2007,4.82,-8.09541,156.78796
2007,5.02,-8.09524,156.78776
2007,3.62,-8.09509,156.7888
2007,5.22,-8.09497,156.78851
2007,5.02,-8.10849,156.81491
2007,4.56,-8.15597,156.5712
2007,3.74,-8.15627,156.57119
2007,5,-8.12721,156.56125
2007,4.66,-8.09706,156.53756
2007,3.43,-8.04161,156.53636
2007,2.31,-7.94681,156.51498
2007,1.81,-7.93943,156.53558
2007,3.86,-7.03026,156.7588
2007,1.1,-7.94515,156.55278
2007,4.16,-7.03026,156.75909
2007,1.1,-7.97498,156.5711
2007,1.1,-8.0274,156.58557
2007,3.46,-7.02891,156.75827
2007,1.1,-8.06058,156.59763
2007,4.76,-7.0291,156.7594
2007,1.1,-8.09347,156.60293
